Lat,Long,Confirmed
35.90775700000001,127.766922,24
4.210483999999999,101.97576600000001,12
28.1667,84.25,1
12.879721,121.77401699999999,3
61.52401,105.31875600000001,2
1.2833,103.8333,30
40.463667,-3.7492199999999998,1
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,16
15.870032,100.992541,25
23.424076,53.847818000000004,5
55.3781,-3.4360000000000004,9
40.0,-100.0,11
14.058323999999999,108.277199,10
-33.8688,151.2093,4
-27.4698,153.0251,5
-34.9285,138.6007,2
-37.8136,144.9631,4
50.8333,4.469936,1
11.55,104.9167,1
53.7267,-127.6476,4
51.2538,-85.3232,3
31.8257,117.2264,733
40.1824,116.4142,315
30.0572,107.874,428
26.0789,117.9874,239
35.7518,104.2861,79
23.3417,113.4244,1095
23.8298,108.7881,183
26.8154,106.8748,89
19.1959,109.7453,124
39.549,116.1306,195
47.861999999999995,127.7615,295
37.8957,114.9042,981
22.3,114.2,26
30.9756,112.2707,27100
27.6104,111.7088,803
44.0935,113.9448,52
32.9711,119.455,439
27.614,115.7221,698
43.6661,126.1923,69
41.2956,122.6085,105
22.1667,113.55,10
37.2692,106.1655,45
35.7452,95.9956,18
35.1917,108.8701,195
36.3427,118.1498,416
31.201999999999998,121.4491,286
37.5777,112.2922,115
30.6171,102.7103,364
39.3054,117.323,88
31.6927,88.0924,1
41.1129,85.2401,42
24.974,101.48700000000001,138
29.1832,120.0934,1048
61.92411,25.748151,1
46.2276,2.2137,11
51.165690999999995,10.451526,13
20.593684,78.96288,3
41.87194,12.56738,3
36.204824,138.252924,24
35.90775700000001,127.766922,24
4.210483999999999,101.97576600000001,16
28.1667,84.25,1
12.879721,121.77401699999999,3
61.52401,105.31875600000001,2
1.2833,103.8333,33
40.463667,-3.7492199999999998,1
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,17
15.870032,100.992541,32
23.424076,53.847818000000004,7
55.3781,-3.4360000000000004,13
40.0,-100.0,11
14.058323999999999,108.277199,13
-33.8688,151.2093,4
-27.4698,153.0251,5
-34.9285,138.6007,2
-37.8136,144.9631,4
50.8333,4.469936,1
11.55,104.9167,1
53.7267,-127.6476,4
51.2538,-85.3232,3
31.8257,117.2264,779
40.1824,116.4142,326
30.0572,107.874,468
26.0789,117.9874,250
35.7518,104.2861,83
23.3417,113.4244,1131
23.8298,108.7881,195
26.8154,106.8748,99
19.1959,109.7453,131
39.549,116.1306,206
47.861999999999995,127.7615,307
37.8957,114.9042,1033
22.3,114.2,29
30.9756,112.2707,29631
27.6104,111.7088,838
44.0935,113.9448,54
32.9711,119.455,468
27.614,115.7221,740
43.6661,126.1923,78
41.2956,122.6085,107
22.1667,113.55,10
37.2692,106.1655,45
35.7452,95.9956,18
35.1917,108.8701,208
36.3427,118.1498,444
31.201999999999998,121.4491,293
37.5777,112.2922,119
30.6171,102.7103,386
39.3054,117.323,91
31.6927,88.0924,1
41.1129,85.2401,45
24.974,101.48700000000001,141
29.1832,120.0934,1075
61.92411,25.748151,1
46.2276,2.2137,11
51.165690999999995,10.451526,14
20.593684,78.96288,3
41.87194,12.56738,3
36.204824,138.252924,24
35.90775700000001,127.766922,25
4.210483999999999,101.97576600000001,16
28.1667,84.25,1
12.879721,121.77401699999999,3
61.52401,105.31875600000001,2
1.2833,103.8333,40
40.463667,-3.7492199999999998,2
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,18
15.870032,100.992541,32
23.424076,53.847818000000004,7
55.3781,-3.4360000000000004,14
40.0,-100.0,11
14.058323999999999,108.277199,13
-33.8688,151.2093,4
-27.4698,153.0251,5
-34.9285,138.6007,2
-37.8136,144.9631,4
50.8333,4.469936,1
11.55,104.9167,1
53.7267,-127.6476,4
51.2538,-85.3232,3
31.8257,117.2264,830
40.1824,116.4142,337
30.0572,107.874,486
26.0789,117.9874,261
35.7518,104.2861,83
23.3417,113.4244,1159
23.8298,108.7881,210
26.8154,106.8748,109
19.1959,109.7453,138
39.549,116.1306,218
47.861999999999995,127.7615,331
37.8957,114.9042,1073
22.3,114.2,38
30.9756,112.2707,31728
27.6104,111.7088,879
44.0935,113.9448,58
32.9711,119.455,492
27.614,115.7221,771
43.6661,126.1923,80
41.2956,122.6085,108
22.1667,113.55,10
37.2692,106.1655,49
35.7452,95.9956,18
35.1917,108.8701,213
36.3427,118.1498,466
31.201999999999998,121.4491,299
37.5777,112.2922,119
30.6171,102.7103,405
39.3054,117.323,95
31.6927,88.0924,1
41.1129,85.2401,49
24.974,101.48700000000001,149
29.1832,120.0934,1092
61.92411,25.748151,1
46.2276,2.2137,11
51.165690999999995,10.451526,14
20.593684,78.96288,3
41.87194,12.56738,3
36.204824,138.252924,26
35.90775700000001,127.766922,27
4.210483999999999,101.97576600000001,18
28.1667,84.25,1
12.879721,121.77401699999999,3
61.52401,105.31875600000001,2
1.2833,103.8333,45
40.463667,-3.7492199999999998,2
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,18
15.870032,100.992541,32
23.424076,53.847818000000004,8
55.3781,-3.4360000000000004,14
40.0,-100.0,11
14.058323999999999,108.277199,14
-33.8688,151.2093,4
-27.4698,153.0251,5
-34.9285,138.6007,2
-37.8136,144.9631,4
50.8333,4.469936,1
11.55,104.9167,1
53.7267,-127.6476,4
51.2538,-85.3232,3
31.8257,117.2264,860
40.1824,116.4142,342
30.0572,107.874,505
26.0789,117.9874,267
35.7518,104.2861,86
23.3417,113.4244,1177
23.8298,108.7881,215
26.8154,106.8748,127
19.1959,109.7453,144
39.549,116.1306,239
47.861999999999995,127.7615,360
37.8957,114.9042,1105
22.3,114.2,49
30.9756,112.2707,33366
27.6104,111.7088,912
44.0935,113.9448,58
32.9711,119.455,515
27.614,115.7221,804
43.6661,126.1923,81
41.2956,122.6085,111
22.1667,113.55,10
37.2692,106.1655,53
35.7452,95.9956,18
35.1917,108.8701,219
36.3427,118.1498,487
31.201999999999998,121.4491,303
37.5777,112.2922,124
30.6171,102.7103,417
39.3054,117.323,106
31.6927,88.0924,1
41.1129,85.2401,55
24.974,101.48700000000001,153
29.1832,120.0934,1117
61.92411,25.748151,1
46.2276,2.2137,11
51.165690999999995,10.451526,16
